bsn,name,rah,ram,ras,decd,decm,decs,glon,glat,vmag,vmag rank,spectype,specnum
4721,,12,25,9,-42,30,52,297.78,20.09,6.11,5686,G5III+F-G,4
6491,,17,24,27,36,57,7,61.25,32.52,6.28,6842,G5III+F0V,4
6407,64Alp2Her,17,14,39,14,23,24,35.53,27.82,5.39,2550,G5III+F2V,4
642,6    Tri,2,12,22,30,18,11,142.98,-29.40,4.94,1488,G5III+F5V,4
4216,Mu  Vel,10,46,46,-49,25,12,283.03,8.57,2.69,114,G5III+G2V,4
7788,,20,23,1,-9,39,17,34.55,-24.70,6.30,7000,G5IIIa,4
373,39    Cet,1,16,36,-2,30,1,137.75,-64.64,5.41,2582,G5IIIe+dA,4
1708,13Alp Aur,5,16,41,45,59,53,162.58,4.57,0.08,6,G5IIIe+G0III,4
6623,86Mu  Her,17,46,28,27,43,14,52.45,25.63,3.42,266,G5IV,4
8866,94    Aqr,23,19,7,-13,27,32,60.70,-64.47,5.08,1791,G5IV,4
6638,,17,48,25,20,33,56,45.25,22.73,5.69,3558,G5IV,4
772,Lam2For,2,36,59,-34,34,42,237.68,-66.24,5.79,4006,G5IV,4
914,Eps For,3,1,38,-28,5,30,222.48,-61.23,5.89,4450,G5IV,4
2576,,6,53,34,-28,32,23,238.95,-12.16,6.04,5254,G5IV,4
255,21    Cet,0,54,18,-8,44,27,125.17,-71.60,6.16,6003,G5IV,4
7232,,19,6,53,-37,48,37,359.46,-19.08,6.16,6047,G5IV,4
7683,,20,5,10,38,28,42,74.84,3.64,6.19,6261,G5IV,4
6722,,18,0,57,15,5,36,41.12,17.85,6.26,6712,G5IV,4
300,,1,3,18,-29,31,33,256.19,-86.46,6.29,6864,G5IV,4
6465,,17,22,51,-2,23,18,20.22,18.43,6.29,6905,G5IV,4
1936,,5,34,58,-61,10,33,270.16,-32.69,6.32,7107,G5IV,4
3723,,9,23,32,25,10,59,203.02,43.64,6.41,7830,G5IV,4
6939,,18,33,30,-58,42,33,336.54,-20.70,6.44,8035,G5IV,4
5353,,14,18,1,-7,32,33,337.18,49.49,6.47,8211,G5IV,4
2067,,5,56,4,13,55,31,194.16,-5.57,6.60,8756,G5IV,4
1321,,4,15,26,6,11,59,186.66,-30.50,6.93,9037,G5IV,4
3626,75    Cnc,9,8,47,26,37,45,200.03,40.78,5.98,4949,G5IV-V,4
3397,,8,34,32,-32,35,55,253.37,4.61,6.43,7946,G5IV-V,4
6339,,17,3,10,14,30,40,34.41,30.42,6.52,8478,G5IV:,4
7191,,18,57,17,62,23,48,92.68,23.18,6.45,8112,G5IV+G8V,4
7597,58Ome Sgr,19,55,50,-26,17,58,14.86,-25.04,4.70,1129,G5V,4
996,96Kap1Cet,3,19,22,3,22,13,178.22,-43.08,4.83,1317,G5V,4
6094,,16,24,1,-39,11,35,341.62,7.21,5.40,2575,G5V,4
1262,39    Tau,4,5,20,22,0,32,171.44,-22.10,5.90,4504,G5V,4
6748,,18,6,24,-36,1,11,356.04,-7.33,5.95,4804,G5V,4
5,,0,6,16,58,26,12,117.03,-3.92,5.96,4822,G5V,4
7260,,19,7,57,16,51,12,49.80,4.07,6.07,5464,G5V,4
6360,,17,2,15,64,36,2,94.84,35.94,6.10,5625,G5V,4
3210,16Zet2Cnc,8,12,13,17,38,52,205.30,25.53,6.20,6288,G5V,4
8477,,22,14,39,-41,22,54,358.68,-54.97,6.23,6524,G5V,4
3309,,8,27,37,45,39,11,174.49,35.42,6.32,7122,G5V,4
683,,2,18,59,-25,56,44,214.47,-70.41,6.34,7263,G5V,4
5423,,14,29,37,41,47,45,75.46,65.16,6.35,7382,G5V,4
5209,,13,51,20,-24,23,27,319.96,36.49,6.45,8095,G5V,4
7914,,20,40,45,19,56,7,63.85,-13.22,6.45,8119,G5V,4
4525,,11,47,16,-30,17,13,286.84,30.58,6.48,8258,G5V,4
7330,,19,21,30,-34,59,2,3.33,-20.90,6.48,8279,G5V,4
1504,,4,40,18,-58,56,37,268.60,-39.73,6.53,8495,G5V,4
6538,,17,32,1,34,16,15,58.58,30.43,6.56,8633,G5V,4
8148,,21,19,46,-26,21,11,21.19,-43.11,6.56,8642,G5V,4
5659,,15,12,44,19,17,9,26.94,56.71,6.68,8899,G5V,4
3396,,8,35,51,6,37,21,219.12,26.21,7.25,9080,G5V,4
321,30Mu  Cas,1,8,16,54,55,13,125.32,-7.85,5.17,1977,G5Vb,4
9088,85    Peg,0,2,10,27,4,55,109.60,-34.50,5.75,3852,G5VbFe-2,4
7785,,20,33,18,-80,57,54,312.42,-30.69,5.77,3940,G6-8II,4
8556,Del1Gru,22,29,16,-43,29,44,353.77,-57.05,3.97,507,G6-8III,4
1958,,5,39,50,-32,37,45,237.23,-28.44,5.45,2692,G6-8III,4
3730,,9,22,24,-46,2,51,269.60,2.86,5.75,3815,G6-8III,4
4139,,10,32,34,-44,37,8,278.49,11.56,5.91,4565,G6-8III,4
3298,,8,21,8,-64,6,22,278.20,-15.19,6.12,5750,G6-8III,4
5688,,15,18,41,-31,12,34,336.46,21.91,6.18,6169,G6-8III,4
516,Tau1Hyi,1,41,21,-79,8,54,299.99,-37.69,6.33,7180,G6-8III,4
3036,,7,44,44,-66,4,19,278.18,-19.49,6.38,7587,G6-8III,4
3997,Mu 2Cha,10,4,8,-81,33,57,296.93,-20.72,6.60,8764,G6-8III,4
7665,Del Pav,20,8,44,-66,10,55,329.79,-32.40,3.56,311,G6-8IV,4
2828,2Eps CMi,7,25,39,9,16,34,208.45,11.78,4.99,1588,G6.5IIb,4
1016,,3,21,24,-23,38,7,215.54,-56.07,5.52,2926,G6.5IIbCN-1Hdel -1,4
8534,50    Aqr,22,24,27,-13,31,46,47.12,-53.13,5.76,3888,G6.5III,4
2995,,7,43,7,-38,51,51,252.98,-7.54,6.89,9026,G6/8III,4
2513,,6,45,26,-52,12,4,261.57,-22.00,6.57,8658,G6Iab,4
3045,7Xi  Pup,7,49,18,-24,51,35,241.46,0.57,3.34,242,G6Iab-Ib,4
4538,,11,49,57,-70,13,33,297.74,-7.98,4.97,1557,G6Ib,4
969,,3,16,12,50,56,16,144.89,-5.66,5.03,1671,G6Ib-IIa,4
8126,,21,14,10,29,54,4,76.69,-12.87,6.17,6122,G6Ib-IIaCa1Ba0.3,4
6617,,17,47,46,-22,28,41,5.77,2.94,6.18,6175,G6IbHdel 1,4
2554,,6,49,51,-53,37,20,263.24,-21.76,4.40,800,G6II,4
5041,,13,24,1,-64,32,9,306.42,-1.88,4.53,935,G6II,4
3673,,9,12,56,-59,24,52,278.19,-7.49,5.54,3002,G6II,4
350,,1,10,7,-57,41,40,298.05,-59.26,6.41,7799,G6II-III,4
649,65Xi 1Cet,2,13,0,8,50,48,154.55,-48.95,4.37,779,G6II-IIICN-2,4
8039,Gam Mic,21,1,18,-32,15,28,12.34,-40.34,4.67,1093,G6III,4
3728,,9,20,57,-62,24,17,281.06,-8.85,4.81,1271,G6III,4
994,15    Eri,3,18,22,-22,30,41,213.26,-56.46,4.88,1396,G6III,4
1836,Lam Dor,5,26,19,-58,54,45,267.52,-33.87,5.14,1907,G6III,4
3212,,8,11,33,-7,46,21,229.40,13.91,5.36,2459,G6III,4
1184,Rho For,3,47,56,-30,10,4,228.19,-51.40,5.54,2991,G6III,4
1495,,4,40,7,-24,28,57,223.58,-38.91,5.58,3138,G6III,4
2316,,6,24,1,-36,42,28,244.46,-20.96,5.62,3288,G6III,4
2728,,7,14,33,12,6,57,204.63,10.56,5.62,3291,G6III,4
7811,,20,25,41,21,24,35,63.02,-9.48,5.66,3455,G6III,4
5111,80    Vir,13,35,31,-5,23,46,322.71,55.77,5.73,3730,G6III,4
8504,44    Aqr,22,17,7,-5,23,14,56.54,-47.35,5.75,3844,G6III,4
3636,,9,9,12,-12,21,28,241.70,23.21,5.77,3908,G6III,4
8590,60    Aqr,22,34,3,-1,34,27,64.89,-48.33,5.89,4490,G6III,4
3664,,9,15,14,34,38,1,189.73,43.56,5.97,4897,G6III,4
7203,,19,3,4,-19,14,43,16.87,-11.12,6.05,5345,G6III,4
6640,,17,51,45,-45,36,2,346.21,-9.52,6.11,5700,G6III,4
5277,,14,4,27,-14,58,18,327.95,44.32,6.28,6832,G6III,4
5160,,13,42,29,41,40,27,90.49,72.09,6.30,6971,G6III,4
8442,,22,7,10,58,50,27,103.04,2.47,6.32,7169,G6III,4
4601,,12,3,44,-74,12,50,299.64,-11.65,6.44,8020,G6III,4
3069,,7,50,42,-44,34,47,258.72,-9.09,6.45,8075,G6III,4
2524,,6,46,42,-54,41,41,264.22,-22.50,6.46,8146,G6III,4
8010,,20,55,41,4,31,58,52.58,-24.94,6.05,5353,G6III-IV,4
5689,,15,19,32,-37,5,48,333.07,16.96,6.20,6310,G6III-IV,4
4637,,12,11,31,-51,21,34,296.61,11.02,6.23,6507,G6III+G:,4
4716,5    CVn,12,24,2,51,33,44,133.05,65.02,4.80,1262,G6IIIBa0.2,4
7618,60    Sgr,19,58,57,-26,11,44,15.23,-25.67,4.83,1334,G6IIIBa0.2,4
8530,,22,23,32,-7,11,40,55.66,-49.69,5.93,4701,G6IIIBaII,4
1030,1Omi Tau,3,24,49,9,1,44,174.12,-38.16,3.60,322,G6IIIFe-1,4
163,30Eps And,0,38,33,29,18,42,119.57,-33.47,4.37,778,G6IIIFe-3CH1,4
3430,,8,39,8,-22,39,43,245.90,11.31,5.05,1721,G6IV,4
2998,,7,42,57,-45,10,24,258.57,-10.57,5.06,1739,G6IV,4
995,59    Ari,3,19,56,27,4,16,159.34,-25.11,5.90,4501,G6IV,4
3762,,9,29,32,-4,14,50,237.72,32.08,6.26,6689,G6IV,4
5236,,13,56,33,-54,42,16,312.32,6.98,6.00,5058,G6IV-V,4
7670,,20,3,37,29,53,48,67.41,-0.66,5.71,3662,G6IV+M6V,4
5019,61    Vir,13,18,24,-18,18,41,311.88,44.10,4.74,1176,G6V,4
2261,Alp Men,6,10,14,-74,45,11,285.75,-28.80,5.09,1798,G6V,4
4995,55    Vir,13,14,11,-19,55,51,310.21,42.62,5.33,2385,G6V,4
5864,,15,47,29,-37,54,59,337.17,12.99,6.01,5115,G6V,4
7477,,19,37,57,49,17,4,81.91,13.22,6.47,8223,G6V,4
5070,,13,25,60,63,15,40,116.41,53.43,6.50,8380,G6V,4
2162,,6,4,47,-48,27,31,255.90,-27.43,6.58,8693,G6V,4
3903,39Ups1Hya,9,51,29,-14,50,48,251.23,29.44,4.12,592,G7-III,4
4305,,11,3,15,-11,18,13,265.03,43.47,5.50,2868,G7-III,4
6766,,18,8,5,-28,27,26,2.89,-4.02,4.57,973,G7:IIIb*,4
6196,,16,41,34,-17,44,32,0.82,18.43,4.96,1543,G7.5IICN1Ba0.4,4
7884,71    Aql,20,38,20,-1,6,19,44.81,-24.14,4.32,731,G7.5IIIa,4
4418,84Tau Leo,11,27,56,2,51,22,259.90,58.57,4.95,1523,G7.5IIIa,4
4392,56    UMa,11,22,50,43,28,58,164.73,65.77,4.99,1594,G7.5IIIa:Ba0.3,4
3475,48Iot Cnc,8,46,42,28,45,36,195.88,36.54,4.02,530,G7.5IIIaBa0.1,4
5831,,15,40,10,12,3,11,20.52,47.74,6.25,6632,G7.5IIIaFe-0.5,4
6220,44Eta Her,16,42,54,38,55,20,62.28,40.90,3.53,297,G7.5IIIbFe-1,4
5635,,15,6,17,54,33,23,90.43,53.21,5.25,2184,G7.5IIIFe-1,4
3259,,8,18,24,-12,37,55,234.55,12.83,5.98,4945,G7.5V,4
3182,,8,12,49,68,28,27,147.01,32.53,5.32,2351,G7+II,4
8923,70    Peg,23,29,9,12,45,38,93.72,-45.39,4.55,960,G7+III,4
7517,15    Cyg,19,44,17,37,21,16,71.76,6.60,4.89,1420,G7+III,4
5480,31    Boo,14,41,39,8,9,42,2.05,57.76,4.86,1375,G7+IIIHdel -0.5,4
3438,Bet Pyx,8,40,6,-35,18,30,256.24,3.90,3.97,502,G7Ib-II,4
3612,,9,6,32,38,27,8,184.33,42.15,4.56,963,G7Ib-II,4
2296,Del Col,6,22,7,-33,26,11,241.03,-20.24,3.85,435,G7II,4
8468,24    Cep,22,9,48,72,20,28,111.28,13.23,4.79,1249,G7II-III,4
9083,,0,1,19,49,58,54,114.73,-12.09,6.22,6476,G7II-III,4
1771,,5,21,46,-24,46,23,227.30,-29.95,5.06,1735,G7II-III+A7IV-V,4
3306,,8,25,55,7,33,52,216.96,24.43,5.13,1891,G7II-IIIFe-1,4
4450,Xi  Hya,11,33,0,-31,51,28,284.08,28.13,3.54,302,G7III,4
2134,1    Gem,6,4,7,23,15,48,186.99,0.72,4.16,613,G7III,4
7965,Alp Mic,20,49,58,-33,46,47,9.88,-38.26,4.90,1435,G7III,4
9032,Gam1Oct,23,52,6,-82,1,8,305.41,-34.82,5.11,1857,G7III,4
8670,68    Aqr,22,47,33,-19,36,48,41.10,-60.68,5.26,2214,G7III,4
3532,57    Cnc,8,54,15,30,34,46,194.11,38.55,5.39,2539,G7III,4
279,23Phi4Cet,0,58,44,-11,22,48,129.49,-74.16,5.61,3250,G7III,4
5554,13Xi 1Lib,14,54,23,-11,53,54,344.34,40.88,5.80,4088,G7III,4
1697,,5,12,48,-6,3,26,206.91,-24.67,5.91,4553,G7III,4
6590,,17,41,32,6,18,46,30.62,18.41,5.95,4802,G7III,4
662,7    Per,2,18,5,57,31,0,134.39,-3.42,5.98,4933,G7III,4
4953,,13,6,23,62,2,31,119.88,55.00,6.14,5900,G7III,4
3379,,8,39,43,73,37,47,140.44,33.48,6.15,5956,G7III,4
5383,2    Lib,14,23,26,-11,42,51,335.82,45.20,6.21,6375,G7III,4
8912,9    Psc,23,27,15,1,7,21,83.90,-55.24,6.25,6661,G7III,4
7382,,19,23,57,43,23,17,75.39,12.82,5.84,4252,G7III-IIIa,4
5823,54Phi Boo,15,37,50,40,21,12,64.95,53.37,5.24,2151,G7III-IVFe-2,4
6148,27Bet Her,16,30,13,21,29,23,39.01,40.21,2.77,127,G7IIIa,4
437,99Eta Psc,1,31,29,15,20,45,137.01,-46.43,3.62,331,G7IIIa,4
5520,,14,53,14,-73,11,24,311.56,-12.39,5.60,3239,G7IIIa+F9IV,4
1396,73Pi  Tau,4,26,36,14,42,49,180.99,-23.12,4.69,1106,G7IIIaFe-1,4
7137,,18,53,14,50,42,30,80.43,20.40,4.92,1466,G7IIIaFe-1,4
7582,63Eps Dra,19,48,10,70,16,4,102.43,20.83,3.83,424,G7IIIbCN-2,4
3531,6    UMa,8,56,38,64,36,14,150.48,37.60,5.58,3145,G7IIIFe-0.5,4
4058,41Gam2Leo,10,19,59,19,50,26,216.55,54.65,3.80,406,G7IIIFe-1,4
7995,31    Vul,20,52,8,27,5,49,71.31,-10.98,4.59,997,G7IIIFe-1,4
8167,32Iot Cap,21,22,15,-16,50,4,33.62,-40.77,4.28,697,G7IIIFe-1.5,4
7075,,18,44,18,61,2,53,90.85,24.36,5.99,5015,G7IV,4
7972,,20,47,53,52,24,26,90.55,5.58,6.27,6797,G7IV,4
5399,,14,25,48,-26,51,9,327.67,31.45,6.48,8265,G7IV,4
3191,14Psi Cnc,8,10,27,25,30,26,196.89,27.90,5.73,3720,G7V,4
7643,,20,1,24,-22,44,14,19.04,-25.02,6.01,5127,G7V,4
4864,,12,48,47,24,50,25,288.28,87.64,6.31,7050,G7V,4
7043,,18,43,36,36,33,24,65.74,17.22,6.01,5123,G8,4
4383,,11,20,54,67,6,2,135.79,47.70,6.21,6366,G8,4
5020,46Gam Hya,13,18,55,-23,10,18,311.10,39.26,3.00,174,G8-IIIa,4
6132,14Eta Dra,16,23,60,61,30,51,92.58,40.95,2.74,122,G8-IIIab,4
3484,12    Hya,8,46,23,-13,32,52,239.25,18.01,4.32,725,G8-IIIFe-1,4
3583,,8,57,56,-48,34,24,268.62,-1.90,5.87,4367,G8-K0II,4
7487,,19,39,34,45,57,29,79.00,11.47,6.20,6318,G8-K0II-III,4
6102,Gam Aps,16,33,27,-78,53,50,312.69,-20.51,3.89,466,G8-K0III,4
8747,Zet Gru,23,0,53,-52,45,15,334.11,-57.16,4.12,594,G8-K0III,4
6905,Zet Tel,18,28,50,-49,4,15,345.82,-16.68,4.13,595,G8-K0III,4
5172,,13,46,39,-51,25,58,311.63,10.50,4.65,1063,G8-K0III,4
7087,Kap Tel,18,52,40,-52,6,27,344.16,-21.27,5.17,1998,G8-K0III,4
5837,,15,42,38,-37,25,30,336.71,13.97,5.24,2152,G8-K0III,4
8280,Lam Oct,21,50,54,-82,43,9,309.02,-32.13,5.29,2292,G8-K0III,4
1917,,5,32,60,-64,13,39,273.80,-32.72,5.34,2403,G8-K0III,4
6818,,18,15,53,-44,12,24,349.47,-12.67,5.46,2745,G8-K0III,4
6151,The TrA,16,35,45,-65,29,43,323.54,-12.06,5.52,2942,G8-K0III,4
5525,Pi 1Oct,15,1,51,-83,13,40,306.84,-21.37,5.65,3404,G8-K0III,4
7548,,19,52,38,-54,58,16,342.94,-30.54,5.74,3790,G8-K0III,4
767,Iot1For,2,36,9,-30,2,41,226.39,-66.88,5.75,3797,G8-K0III,4
6442,,17,23,7,-56,31,31,334.34,-11.29,5.80,4091,G8-K0III,4
1716,Xi  Men,4,58,51,-82,28,14,295.23,-30.47,5.85,4265,G8-K0III,4
5713,,15,26,15,-68,18,33,316.49,-9.61,5.89,4480,G8-K0III,4
5251,,13,59,17,-50,22,12,313.86,11.06,5.91,4579,G8-K0III,4
3346,,8,25,52,-64,36,3,278.92,-15.01,5.97,4896,G8-K0III,4
5118,,13,37,6,-44,8,36,311.52,17.97,5.98,4956,G8-K0III,4
8484,,22,15,35,-44,27,7,353.42,-54.42,6.10,5638,G8-K0III,4
320,,1,6,8,-23,59,33,170.31,-85.44,6.14,5861,G8-K0III,4
2192,,6,9,47,-26,42,3,233.30,-20.40,6.27,6742,G8-K0III,4
5289,,14,8,14,-63,12,29,311.46,-1.62,6.40,7759,G8-K0III,4
58,,0,15,55,-75,54,41,305.79,-41.02,6.49,8296,G8-K0III,4
1167,,3,44,51,-48,3,41,256.76,-50.51,6.49,8306,G8-K0III,4
4376,,11,17,43,-36,32,4,282.68,22.62,6.68,8896,G8-K0III,4
8828,,23,13,15,-49,37,8,336.26,-60.67,6.80,9002,G8-K0III,4
7221,,19,9,53,-68,25,29,327.17,-26.76,5.33,2393,G8-K0III-IV,4
6296,,16,57,26,-10,57,48,9.00,19.28,6.19,6249,G8-K0III-IV,4
4615,,12,6,23,-65,42,33,298.32,-3.24,6.06,5392,G8-K0III+A3-5V,4
4183,,10,40,52,-35,44,30,275.16,19.99,6.37,7517,G8-K0III+F-G,4
6371,,17,10,42,-44,33,27,343.15,-2.87,5.08,1784,G8-K0III+G,4
6300,,17,0,27,-48,38,52,338.81,-3.93,6.00,5065,G8-K0III+G,4
4587,,12,0,45,-10,26,46,283.11,50.47,5.55,3038,G8-K0IV,4
8994,,23,44,25,-70,29,25,310.84,-45.59,6.07,5473,G8-K0IV,4
4720,,12,25,17,-65,46,14,300.25,-3.03,6.30,6969,G8-K0IV,4
4710,,12,23,14,-67,37,54,300.26,-4.91,6.36,7440,G8-K0IV,4
6416,,17,19,3,-46,38,2,342.29,-5.26,5.48,2815,G8-K0V,4
3591,,9,0,5,-41,15,14,263.33,3.18,4.45,849,G8-K1III+A,4
7292,42Psi Sgr,19,15,32,-25,15,24,12.42,-16.20,4.85,1360,G8:III+A8V,4
5787,38Gam Lib,15,35,32,-14,47,22,351.51,32.20,3.91,476,G8.5III,4
3800,10    LMi,9,34,13,36,23,51,187.61,47.53,4.55,956,G8.5III,4
5502,35Omi Boo,14,45,15,16,57,52,17.74,61.82,4.60,1006,G8.5III,4
570,Eta2Hyi,1,54,56,-67,38,50,293.93,-48.35,4.69,1104,G8.5III,4
4126,,10,35,6,75,42,47,133.12,38.59,4.84,1345,G8.5III,4
666,67    Cet,2,16,59,-6,25,20,171.27,-60.99,5.51,2894,G8.5III,4
1007,97Kap2Cet,3,21,7,3,40,32,178.32,-42.54,5.69,3534,G8.5III,4
351,84Chi Psc,1,11,27,21,2,5,129.18,-41.59,4.66,1070,G8.5III-IIIa,4
5908,46The Lib,15,53,50,-16,43,46,353.54,27.72,4.15,609,G8.5IIIb,4
2219,44Kap Aur,6,15,23,29,29,53,182.72,5.92,4.35,752,G8.5IIIb,4
8538,3Bet Lac,22,23,34,52,13,45,101.26,-4.30,4.43,835,G8.5IIIbCa1,4
6853,,18,17,7,40,56,12,68.38,23.52,6.11,5701,G8.5IIIbFe-1CH0.5,4
4471,91Ups Leo,11,36,57,0,49,26,267.26,56.80,4.30,716,G8.5IIICN-0.5,4
3733,Lam Pyx,9,23,12,-28,50,2,257.26,15.04,4.69,1109,G8.5IIICN-1.5*,4
4146,48    Leo,10,34,48,6,57,13,238.51,51.84,5.08,1777,G8.5IIIFe-1Ca-1,4
8693,21    PsA,22,51,21,-29,32,10,20.59,-63.54,5.97,4922,G8/K0III,4
7103,,18,52,29,-26,39,1,8.96,-12.01,6.29,6911,G8/K0III,4
5065,,13,27,15,-40,9,47,310.31,22.20,6.40,7756,G8/K0III,4
1838,,5,29,7,-30,7,0,233.75,-29.96,6.75,8971,G8/K0III,4
8684,48Mu  Peg,22,50,0,24,36,6,90.68,-30.56,3.48,284,G8+III,4
6703,92Xi  Her,17,57,46,29,14,52,54.91,23.77,3.70,362,G8+III,4
4697,11    Com,12,20,43,17,47,34,264.15,78.28,4.74,1175,G8+III,4
8115,64Zet Cyg,21,12,56,30,13,37,76.75,-12.45,3.20,214,G8+III-IIIaBa0.6,4
6147,8Phi Oph,16,31,8,-16,36,46,0.13,21.08,4.28,696,G8+IIIa,4
2473,27Eps Gem,6,43,56,25,7,52,189.54,9.63,2.98,166,G8Ib,4
8796,56    Peg,23,7,7,25,28,6,95.12,-31.71,4.76,1210,G8Ib,4
5545,Pi 2Oct,15,4,47,-83,2,18,307.03,-21.25,5.65,3405,G8Ib,4
9053,,23,55,34,47,21,21,113.21,-14.46,6.00,5080,G8Ib,4
6120,,16,29,45,-57,45,21,328.87,-6.34,6.06,5402,G8Ib,4
8374,,21,55,21,61,32,31,103.50,5.51,6.13,5852,G8Ib,4
4862,,12,49,45,-71,59,11,302.80,-9.11,5.55,3041,G8Ib-II,4
6438,,17,22,55,-58,0,37,333.05,-12.07,5.88,4429,G8Ib-II,4
4882,,12,52,25,-53,49,46,303.08,9.04,6.24,6565,G8Ib-II,4
2859,,7,27,52,-11,33,25,227.36,2.67,5.79,4020,G8Ib-II+B2+B8V,4
2834,,7,24,44,-31,48,32,244.92,-7.52,5.35,2429,G8II,4
3641,20    Hya,9,9,36,-8,47,16,238.61,25.40,5.46,2731,G8II,4
213,58    Psc,0,47,2,11,58,26,121.22,-50.88,5.50,2849,G8II,4
3842,,9,38,2,-43,11,28,269.65,6.84,5.50,2865,G8II,4
3604,,9,0,46,-60,57,50,278.35,-9.65,5.79,4024,G8II,4
6183,,16,36,11,46,36,48,72.55,42.19,5.79,4042,G8II,4
2117,,5,58,38,-44,2,4,250.77,-27.59,5.81,4113,G8II,4
8618,40    Peg,22,38,53,19,31,20,84.84,-33.37,5.82,4180,G8II,4
5547,,15,0,12,-77,9,37,310.01,-16.09,5.93,4684,G8II,4
8304,,21,42,39,49,36,1,94.51,-2.56,6.09,5573,G8II,4
8941,,23,33,43,45,3,29,108.81,-15.67,6.24,6579,G8II,4
3166,,8,3,30,-42,56,55,258.48,-6.27,6.29,6882,G8II,4
3693,,9,15,35,-57,34,41,277.09,-5.98,6.32,7126,G8II,4
6694,,17,59,6,-30,15,12,0.36,-3.19,7.04,9059,G8II,4
1336,Alp Ret,4,14,26,-62,28,26,274.32,-41.65,3.35,246,G8II-III,4
7304,43    Sgr,19,17,38,-18,57,11,18.61,-14.13,4.96,1546,G8II-III,4
8311,46    Cap,21,45,0,-9,4,57,46.17,-42.51,5.09,1808,G8II-III,4
3540,58Rho2Cnc,8,55,40,27,55,39,197.50,38.26,5.22,2093,G8II-III,4
3679,,9,14,18,-55,34,11,275.50,-4.72,5.27,2229,G8II-III,4
7300,,19,15,20,15,5,1,49.05,1.67,5.57,3124,G8II-III,4
8026,,20,56,26,49,11,45,88.93,2.49,5.90,4537,G8II-III,4
6487,,17,28,39,-55,10,11,335.94,-11.22,5.94,4750,G8II-III,4
59,36    Psc,0,16,34,8,14,24,108.28,-53.64,6.11,5643,G8II-III,4
4353,,11,12,57,-49,44,11,287.06,10.08,6.11,5684,G8II-III,4
3557,,8,56,37,4,14,12,224.24,29.65,6.14,5887,G8II-III,4
6940,,18,30,14,-5,43,27,25.42,2.08,6.28,6847,G8II-III,4
584,,1,57,54,-65,25,29,292.20,-50.30,6.37,7481,G8II-III,4
2641,,7,0,50,-33,27,55,244.21,-12.77,6.40,7739,G8II-III,4
1741,,5,19,15,20,8,5,184.18,-9.80,6.08,5483,G8II-III+G1IV-V,4
4154,,10,35,11,-43,39,53,278.40,12.62,6.08,5495,G8II-IIICNVp,4
7801,,20,25,27,-28,39,48,14.55,-32.01,5.85,4303,G8II/III,4
1270,,4,9,28,59,54,29,145.48,6.01,6.28,6808,G8IIa,4
7032,Eps Sct,18,43,31,-8,16,31,24.67,-2.02,4.90,1433,G8IIb,4
7921,49    Cyg,20,41,3,32,18,26,73.96,-5.88,5.51,2913,G8IIb,4
322,Bet Phe,1,6,5,-46,43,7,295.51,-70.20,3.31,235,G8III,4
5649,Zet Lup,15,12,17,-52,5,57,323.76,4.98,3.41,264,G8III,4
6072,Gam2Nor,16,19,50,-50,9,20,333.30,0.01,4.02,532,G8III,4
8720,23Del PsA,22,55,57,-32,32,23,13.69,-64.46,4.21,634,G8III,4
510,110Omi Psc,1,45,24,9,9,28,144.61,-51.43,4.26,669,G8III,4
8093,13Nu  Aqr,21,9,36,-11,22,18,38.45,-35.77,4.51,915,G8III,4
180,Mu  Phe,0,41,20,-46,5,6,308.31,-70.94,4.59,985,G8III,4
4325,,11,6,32,-62,25,27,291.12,-1.98,4.61,1015,G8III,4
6770,71    Oph,18,7,18,8,44,2,35.82,13.74,4.64,1051,G8III,4
6951,The CrA,18,33,30,-42,18,45,352.62,-14.80,4.64,1053,G8III,4
5962,Eta Nor,16,3,13,-49,13,47,331.97,2.52,4.65,1065,G8III,4
5820,3Psi1Lup,15,39,46,-34,24,43,338.19,16.69,4.67,1091,G8III,4
8288,43Kap Cap,21,42,40,-18,51,59,33.38,-46.03,4.73,1167,G8III,4
1212,32    Eri,3,54,18,-2,57,17,192.10,-40.10,4.79,1238,G8III,4
3706,26    Hya,9,19,46,-11,58,30,243.10,25.49,4.79,1243,G8III,4
574,,1,57,10,-47,23,6,274.84,-66.00,4.83,1315,G8III,4
754,78Nu  Cet,2,35,53,5,35,36,164.48,-48.67,4.86,1366,G8III,4
2002,132    Tau,5,49,1,24,34,3,184.13,-1.61,4.86,1369,G8III,4
6866,74    Oph,18,20,52,3,22,38,32.46,8.34,4.86,1378,G8III,4
1343,54    Per,4,20,25,34,34,0,164.47,-10.95,4.93,1472,G8III,4
2462,,6,38,38,-48,13,13,257.12,-21.91,4.93,1474,G8III,4
1739,109    Tau,5,19,17,22,5,47,182.54,-8.70,4.94,1491,G8III,4
6024,Kap Nor,16,13,29,-54,37,50,329.49,-2.53,4.94,1507,G8III,4
469,52Chi And,1,39,21,44,23,10,131.89,-17.65,4.98,1565,G8III,4
6008,7Kap Her,16,8,5,17,2,49,31.02,43.64,5.00,1621,G8III,4
2808,57    Gem,7,23,29,25,3,2,193.34,17.78,5.03,1680,G8III,4
8488,Mu 2Gru,22,16,27,-41,37,39,358.11,-55.26,5.10,1830,G8III,4
7295,53    Dra,19,11,41,56,51,33,87.56,19.81,5.12,1879,G8III,4
